"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1.0351958704248,3.74961003915626,3.90600438640307,3.15260102584065,3.60608248469184,1.58393867203606,3.07447888963293,2.16993737360599,1.52492186672097,2.67754020601351
1.86962020963724,1.26922352851878,1.58682306807541,1.80455414968988,3.38758277024044,3.15106608101476,1.7316955433278,1.69759400432845,1.00226165971307,3.48576247966329
1.32655411672013,-0.240074760203606,2.92680619984957,-0.0122524921483445,3.04467848509992,2.51597377690764,3.11522875493008,3.81312165724635,2.72430040346026,3.21074515247661
1.22371181584207,2.34219272958319,2.46172079061661,1.36729563980068,3.64055179696891,1.07629945428264,2.52146783365394,2.12161649822182,1.90277354944006,1.11092792489126
2.78645535303098,2.26160772304746,1.09510221293516,3.49448292430303,3.25213644791599,2.4532454516847,2.9742201597293,3.81477309006232,2.07444702188462,2.37119167775369
1.84328697953404,3.59418774753383,3.77656123045423,4.2332889231663,3.0680614475686,2.87898646724762,3.25749468220941,4.17434200656876,1.74423913300686,1.26972196781953
3.10567952910282,4.5293278702988,2.78241610335729,3.5219456663309,1.54574210828941,2.41367855000971,3.67765327812479,3.02380663965989,2.64094418477957,3.51778438935173
2.53214541911821,2.98790843760558,1.87639502660314,2.60646951031235,1.33410398718105,2.61390103306787,3.23242278125853,2.61623246286819,2.51731222691664,1.96694906874228
3.86586869151489,2.21516380710872,3.36911451633741,2.01932408098066,1.83075562792855,3.99640903627682,4.83673890450895,3.15872375885283,2.47931388786358,4.7291576608773
1.48456503437258,2.40851628258095,3.07037551001,3.86179796882784,2.84977668350958,3.98955884872786,2.74519496122303,3.40461839538814,2.7274032412839,1.33963042426814
1.5082147671693,2.6591761456219,3.37374193587476,2.05949863295767,2.09873183750741,2.77881993226623,2.33214780860055,1.70348395592103,2.42566827039169,1.98714039346294
2.68652875220764,2.89434176328719,3.11291494514398,1.65154508776311,3.32060711272085,3.68927784482755,4.21963680962242,2.86597121655706,2.27982501803017,4.14362805116647
1.558996168525,4.78744759464699,3.74168418348555,4.44919678672621,3.15559579219584,2.98367601568969,2.17137037557771,3.42123190546609,2.58172891633613,2.14451523674944
2.86767396534493,2.41583227302693,2.4187561821327,2.25012420544396,1.99803376786126,3.3420118171203,2.0287740773072,3.96804265215869,1.43459693098667,2.35714688726137
4.48498367594412,2.99536876746164,3.96525710085905,3.02248589681644,2.84074746153648,1.86081640645953,2.77650201692204,2.6437496906419,3.57871363597806,3.67920129202735
3.54489118303452,3.66999241392408,1.87096662002565,3.36196303281628,2.81761185383224,2.00933569995102,2.13126844115471,1.38336749514608,3.30305657531218,1.73097049537248
2.90583031699768,4.35686567415096,4.62088428520879,2.08726726149075,3.85636451877121,4.62924290012324,3.40106968660079,2.58602619059315,3.04523351887421,4.5415507427315
0.358944835104479,1.76064591797739,2.43399710690978,3.91464201539233,2.27501955743298,1.93252899521195,3.57383394208221,4.14001649296482,1.40044432809532,4.19664171839816
5.3916595276026,4.25055004533555,4.01717181704081,3.06410900841821,2.48883733247697,3.79102743478293,2.03738659698763,3.21079864284047,5.2265021519189,3.06976209194625
3.89429912965326,3.02138954276714,5.06992131440178,2.50233031997138,5.40531668119717,2.01749723580836,2.49829191285075,3.21439463309073,3.57899847889654,3.87828413800305
2.09988898721886,3.47253514278442,0.441881379527089,3.70651105297929,3.04758019910009,3.54031224697134,2.89203235776112,3.37570674071114,2.95352703095901,3.47796560429835
2.86110479823475,3.67335317175311,1.8261188319402,3.18485328698211,2.39923777613723,4.22442445456248,2.51312356349834,2.48578220003864,3.51269220690477,2.52568692784686
3.96114815040115,3.62898391203978,4.5279343689918,4.19973388236056,2.92718775767645,3.82147607831701,2.62010436034031,4.86979776786261,4.50315136624364,4.02001817397933
4.01598753969405,3.93985433629719,2.88026171369113,2.37015376271475,3.56604364826543,3.40530134856401,2.38893899558879,4.71518875724023,2.79395084760367,3.50122634909696
4.61431204040006,4.22291331676058,2.09599017857255,4.06748648839394,2.2278922718651,2.85346001552122,4.55369292494835,4.02509909011147,2.15187454470581,3.673514127864
1.51437095529659,2.31538185236756,3.70955663751375,3.57907554493441,5.55612998727872,2.91830620230688,5.43726448429992,4.13860788741104,4.12986396578223,4.00724517465824
3.40749525777042,3.40407879754821,2.60268573540262,4.06034234986395,5.87754115357912,3.09837990982696,2.35585843822351,5.09128386877695,4.24701898910378,4.4586635699016
4.60836378098793,5.28363909563463,4.55428011294018,4.73761613160795,4.31278550434171,4.8044553327674,3.27162637075061,3.57881766602644,3.97566202096952,1.38202213230804
3.88332339250133,4.25807526426872,4.14456812393694,4.76404197721897,4.34218072137885,4.23280171904764,3.70254277229484,4.11111646309517,3.8323980177333,4.63317762729739
3.2961683432117,3.24129184093883,5.25456949639501,2.82544585211847,3.90347544575567,4.99291491740431,5.19504681219402,4.49321507559071,4.59549476608122,3.70446542230942
5.38377020577859,2.56716594915075,3.43462536955069,4.66832198705587,2.58807242010436,3.68793696306427,4.0126539978129,4.22729764734778,4.07629830598676,4.93279736309063
3.73043869742845,2.93880236019892,4.16354431307941,3.91750048205493,3.56420404027648,4.38628191008024,4.69362540414887,2.99149417075484,5.68689994622869,4.12712284870834
